244,509
76,516
236,505
238,435
228,421
67,324
232,391
233,356
277,542
71,294
69,513
229,502
117,410
33,447
74,448
107,396
234,437
228,506
277,398
238,327
75,300
240,516
93,317
79,419
159,299
71,415
245,451
83,389
270,395
246,303
72,379
78,310
83,425
238,448
84,390
75,421
227,518
235,293
288,385
93,438
79,540
72,415
273,405
246,388
71,307
83,510
76,385
102,523
236,374
238,304
222,439
230,300
241,309
246,424
72,500
78,431
90,405
81,356
106,529
235,414
168,324
74,317
79,432
239,384
71,428
226,451
32,320
82,437
236,495
238,425
244,319
230,421
241,430
67,314
6,447
79,517
72,392
78,323
70,319
117,400
236,351
28,322
288,398
228,496
93,451
239,505
24,437
177,301
102,536
238,317
230,313
271,314
261,529
113,402
74,294
78,444
240,326
272,395
117,521
83,379
28,443
237,437
443,542
97,542
78,300
68,515
225,319
236,328
241,443
113,523
288,375
74,415
120,382
100,324
246,378
83,500
76,375
257,536
238,294
75,496
228,509
176,319
81,310
241,299
78,421
79,386
236,449
83,356
82,391
261,542
168,314
74,307
246,499
71,418
76,496
233,300
83,392
238,415
223,515
244,309
81,431
79,507
72,382
74,428
71,539
246,391
287,392
104,536
83,513
244,430
75,509
230,303
1,443
235,381
73,319
72,503
79,399
105,537
39,326
239,351
120,516
241,397
86,523
246,512
118,326
233,313
24,319
70,515
230,424
68,325
283,399
100,314
39,447
90,529
152,324
243,442
229,315
81,300
107,438
32,444
79,376
279,401
226,395
244,443
116,523
236,439
234,515
74,297
232,325
117,524
77,451
244,299
76,306
81,421
88,317
86,536
79,497
99,326
239,449
246,345
75,463
108,411
222,396
74,418
120,385
280,523
246,381
287,382
83,503
224,442
115,535
88,438
107,451
99,447
72,313
116,536
84,324
230,378
74,539
81,398
241,387
246,502
78,509
233,303
76,319
163,324
68,315
79,510
279,535
39,437
71,506
92,529
111,542
507,542
152,314
82,515
75,476
230,499
244,397
241,508
235,348
34,444
27,319
228,309
233,424
239,318
244,433
88,451
112,399
69,437
115,404
243,324
241,400
282,401
228,430
287,516
70,518
239,439
245,519
98,320
229,511
75,453
223,351
283,402
92,542
112,520
72,447
239,295
115,525
164,301
230,512
83,313
270,319
75,309
99,437
228,322
72,303
68,449
84,314
75,345
283,523
81,388
241,377
235,446
227,442
87,319
118,535
239,416
265,325
76,309
163,314
235,302
226,519
246,348
72,424
233,378
71,316
278,529
244,387
236,383
82,325
81,509
241,498
228,299
104,529
233,414
166,324
239,308
246,433
245,388
76,430
77,395
69,391
282,535
230,345
229,380
74,506
114,542
235,423
223,449
242,319
75,322
33,325
78,476
233,499
167,325
244,508
236,504
288,322
228,420
34,326
239,429
240,394
246,325
232,390
236,540
83,447
229,501
255,410
235,315
107,395
72,437
118,404
540,542
278,542
272,319
270,538
177,310
244,400
83,303
230,502
238,326
75,299
229,357
34,447
73,518
288,443
78,453
72,293
278,398
110,405
95,542
235,436
81,378
78,489
118,525
233,512
71,450
246,302
236,517
83,424
76,299
271,395
75,420
228,433
235,292
72,414
78,345
79,310
71,306
244,377
76,384
81,499
281,524
227,324
246,423
166,314
239,298
277,410
223,439
75,312
282,525
74,496
80,390
106,528
33,315
79,431
72,306
98,444
244,498
239,419
71,463
246,315
240,384
78,322
233,345
83,437
75,433
235,305
288,397
233,381
278,532
112,320
177,300
76,397
236,386
68,393
238,316
222,451
29,322
102,535
249,325
83,293
262,524
113,401
240,505
246,436
70,439
230,348
235,426
233,502
71,440
246,292
244,511
78,299
236,507
83,414
68,514
29,443
230,433
241,442
67,326
266,535
232,393
79,300
265,390
226,319
69,515
71,296
76,374
238,293
74,450
78,420
177,313
277,400
230,325
87,505
81,345
74,306
232,514
93,319
79,421
76,495
83,391
222,320
240,374
172,319
72,381
78,312
277,521
238,450
75,423
76,351
113,535
288,387
71,309
97,410
83,512
110,529
76,387
238,306
229,337
230,302
74,463
235,380
241,311
260,324
246,426
247,391
72,502
79,398
39,325
240,495
84,513
78,433
28,432
107,496
228,377
273,528
246,511
239,386
240,351
71,430
32,322
76,508
109,542
230,423
81,443
241,432
235,501
261,410
153,319
234,393
72,394
233,348
90,528
244,357
117,402
28,324
69,325
322,542
288,400
74,440
32,443
24,439
244,442
67,437
113,404
74,296
70,442
240,328
117,523
83,381
75,377
230,400
86,535
99,325
172,309
78,302
233,325
112,444
238,440
230,436
222,395
113,525
134,319
100,326
240,449
246,380
83,502
259,319
164,310
238,296
223,396
230,292
228,511
241,301
78,423
79,388
39,315
71,384
225,442
116,535
82,393
263,325
288,498
249,390
74,309
100,447
5,438
246,501
239,376
126,319
72,348
118,315
76,498
117,536
233,302
244,311
276,529
81,433
241,422
153,309
79,509
71,505
246,357
82,514
77,319
28,314
74,430
120,397
80,324
239,497
508,542
112,542
280,535
246,393
233,423
287,394
70,396
324,541
244,432
75,511
235,383
112,398
232,314
229,425
241,399
27,439
107,319
246,514
99,315
172,299
105,395
244,324
236,320
235,504
276,542
73,442
283,401
234,396
39,449
240,439
265,383
78,377
115,524
230,511
164,300
81,302
228,321
118,449
79,378
24,442
233,436
111,410
16,438
83,348
271,319
168,306
100,437
241,376
240,331
233,292
244,301
81,423
88,319
74,384
153,299
79,499
279,524
226,518
74,420
241,497
80,314
87,439
120,387
510,542
239,307
224,444
71,351
75,501
244,422
164,313
76,429
83,325
74,505
99,449
92,410
167,324
108,534
238,384
222,519
75,357
283,535
230,380
229,415
81,400
241,389
73,396
34,325
78,511
72,351
97,524
233,305
246,324
108,390
68,317
39,439
247,325
72,436
238,505
244,399
230,501
241,510
81,292
228,311
287,397
118,439
233,426
239,320
76,442
229,392
230,357
81,377
112,401
252,524
265,314
67,515
27,442
228,432
239,441
98,322
229,513
283,404
235,327
78,380
79,345
239,297
230,514
76,419
285,413
83,315
282,524
75,311
99,439
33,314
167,314
72,305
159,310
98,443
68,451
278,410
283,525
249,383
235,448
241,379
227,444
34,315
74,351
78,501
239,418
246,314
76,540
83,436
76,311
75,432
95,410
228,445
235,304
11,447
72,426
78,357
233,380
71,318
84,437
75,468
244,389
236,385
83,292
81,511
241,500
87,442
228,301
239,539
239,310
245,390
76,432
238,351
69,393
229,382
223,451
235,425
241,356
240,540
233,501
79,443
71,439
244,510
236,506
117,326
27,432
228,422
67,325
239,431
71,475
79,299
233,357
224,388
77,518
69,514
229,503
75,445
242,442
235,317
22,438
277,399
83,305
75,301
230,324
34,449
262,536
143,319
240,517
232,513
72,295
159,300
70,451
278,400
270,396
88,505
81,380
222,319
107,518
99,514
233,514
78,311
277,520
84,391
83,426
75,422
231,324
223,320
238,449
33,425
235,294
72,416
98,325
71,308
278,521
244,379
110,528
76,386
236,375
81,501
249,314
234,451
246,425
247,390
177,325
235,415
81,357
33,317
74,318
78,468
79,433
159,313
71,429
244,500
76,507
236,496
29,432
67,315
239,421
240,386
266,524
70,320
243,391
75,435
244,356
269,529
80,513
33,438
288,399
239,506
71,321
112,322
177,302
76,399
83,295
68,395
238,318
29,324
230,314
74,475
240,507
246,438
72,514
78,445
158,325
105,319
245,442
110,397
28,444
108,324
235,428
233,504
78,301
82,451
236,509
238,439
83,416
113,524
33,415
100,325
79,302
224,391
71,298
269,542
76,376
109,410
238,295
229,326
241,300
394,542
246,415
78,422
24,451
277,402
114,524
67,449
74,308
79,423
71,419
226,442
76,497
110,410
83,393
238,416
237,451
117,535
222,322
241,421
6,438
240,376
277,523
236,342
288,389
74,429
93,442
239,496
246,392
83,514
177,292
76,389
238,308
29,314
81,324
241,313
375,542
240,497
247,393
72,504
79,400
78,435
105,538
84,515
325,541
157,319
108,314
288,510
74,321
246,513
32,324
233,314
76,510
24,320
238,429
230,425
247,514
234,395
100,315
245,324
117,404
28,326
228,500
81,301
239,509
79,377
116,524
263,314
168,305
228,356
72,517
74,298
112,410
117,525
138,319
28,447
244,300
81,422
275,324
79,498
230,438
108,412
288,379
74,419
280,524
246,382
265,395
97,402
83,504
75,500
238,298
88,439
276,410
